key,opp_abbr,wy,time,surface,roof,stadium,weather,lineHit,simpleVl,month,ouHit,simpleOu
TAM-197809020tam,NYG,1 | 1978,2,0,1,113,83|76|8,0,-2.0,9,0,36.5|p
NYG-197809020tam,TAM,1 | 1978,2,0,1,113,83|76|8,0,2.0,9,0,30.5|o
ATL-197809030atl,OTI,1 | 1978,0,0,1,8,77|75|10,0,3.5,9,0,48.5|o
OTI-197809030atl,ATL,1 | 1978,0,0,1,8,77|75|10,0,-3.5,9,0,30.5|o
BUF-197809030buf,PIT,1 | 1978,0,1,1,90,67|81|13,1,10.5,9,0,48.5|u
PIT-197809030buf,BUF,1 | 1978,0,1,1,90,67|81|13,1,-10.5,9,0,40.5|o
CIN-197809030cin,KAN,1 | 1978,0,1,1,92,68|77|6,0,-8.0,9,0,28.0|o
KAN-197809030cin,CIN,1 | 1978,0,1,1,92,68|77|6,0,8.0,9,0,31.5|o
CLE-197809030cle,SFO,1 | 1978,0,0,1,19,69|76|11,1,-4.5,9,0,29.0|u
SFO-197809030cle,CLE,1 | 1978,0,0,1,19,69|76|11,1,4.5,9,0,51.0|p
DET-197809030det,GNB,1 | 1978,0,1,0,80,Dome,0,-8.0,9,0,34.5|u
GNB-197809030det,DET,1 | 1978,0,1,0,80,Dome,0,8.0,9,0,45.5|o
NOR-197809030nor,MIN,1 | 1978,0,1,0,54,Dome,0,6.5,9,0,46.0|u
MIN-197809030nor,NOR,1 | 1978,0,1,0,54,Dome,0,-6.5,9,0,31.5|u
NWE-197809030nwe,WAS,1 | 1978,0,1,1,97,71|70|13,0,-9.5,9,0,53.0|o
WAS-197809030nwe,NWE,1 | 1978,0,1,1,97,71|70|13,0,9.5,9,0,56.5|u
NYJ-197809030nyj,MIA,1 | 1978,0,0,1,100,72|68|7,0,4.0,9,0,32.0|u
MIA-197809030nyj,NYJ,1 | 1978,0,0,1,100,72|68|7,0,-4.0,9,0,55.0|o
PHI-197809030phi,RAM,1 | 1978,0,1,1,123,73|69|9,0,6.0,9,0,32.0|u
RAM-197809030phi,PHI,1 | 1978,0,1,1,123,73|69|9,0,-6.0,9,0,30.0|u
CHI-197809030chi,CRD,1 | 1978,1,1,1,102,74|69|13,1,-3.5,9,0,50.0|u
CRD-197809030chi,CHI,1 | 1978,1,1,1,102,74|69|13,1,3.5,9,0,42|p
DEN-197809030den,RAI,1 | 1978,1,0,1,67,75|25|13,0,4.0,9,0,49.0|u
RAI-197809030den,DEN,1 | 1978,1,0,1,67,75|25|13,0,-4.0,9,0,38.0|u
SEA-197809030sea,SDG,1 | 1978,1,1,0,99,Dome,0,6.0,9,0,36.5|u
SDG-197809030sea,SEA,1 | 1978,1,1,0,99,Dome,0,-6.0,9,0,51.5|u
DAL-197809040dal,CLT,1 | 1978,2,1,1,114,87|46|9,1,-10.5,9,0,53.0|o
CLT-197809040dal,DAL,1 | 1978,2,1,1,114,87|46|9,1,10.5,9,0,56.5|o
TAM-197809090tam,DET,2 | 1978,2,0,1,113,83|76|6,1,1.0,9,0,45.0|u
DET-197809090tam,TAM,2 | 1978,2,0,1,113,83|76|6,1,-1.0,9,0,43.5|p
GNB-197809100gnb,NOR,2 | 1978,0,0,1,68,75|77|8,0,1.5,9,0,31.0|o
NOR-197809100gnb,GNB,2 | 1978,0,0,1,68,75|77|8,0,-1.5,9,0,27.5|u
NYG-197809100nyg,DAL,2 | 1978,0,1,1,33,61|51|14,0,11.0,9,0,49.5|u
DAL-197809100nyg,NYG,2 | 1978,0,1,1,33,61|51|14,0,-11.0,9,0,51.5|o
PIT-197809100pit,SEA,2 | 1978,0,1,1,116,70|78|5,0,-13.5,9,0,47.5|u
SEA-197809100pit,PIT,2 | 1978,0,1,1,116,70|78|5,0,13.5,9,0,37.0|u
WAS-197809100was,PHI,2 | 1978,0,0,1,93,73|56|7,1,-3.5,9,0,44.5|u
PHI-197809100was,WAS,2 | 1978,0,0,1,93,73|56|7,1,3.5,9,0,32.5|o
CLE-197809100cle,CIN,2 | 1978,1,0,1,19,75|67|9,0,-5.5,9,0,37.0|u
CIN-197809100cle,CLE,2 | 1978,1,0,1,19,75|67|9,0,5.5,9,0,39.0|o
CRD-197809100crd,NWE,2 | 1978,1,1,1,17,81|57|9,1,6.5,9,0,30.5|o
NWE-197809100crd,CRD,2 | 1978,1,1,1,17,81|57|9,1,-6.5,9,0,28.0|u
KAN-197809100kan,OTI,2 | 1978,1,1,1,7,78|67|9,0,4.5,9,0,39.5|u
OTI-197809100kan,KAN,2 | 1978,1,1,1,7,78|67|9,0,-4.5,9,0,30.0|o
BUF-197809100buf,NYJ,2 | 1978,1,1,1,90,59|64|11,0,5.0,9,0,36.5|o
NYJ-197809100buf,BUF,2 | 1978,1,1,1,90,59|64|11,0,-5.0,9,0,32.5|o
CLT-197809100clt,MIA,2 | 1978,1,0,1,60,67|59|9,1,3.0,9,0,43.5|u
MIA-197809100clt,CLT,2 | 1978,1,0,1,60,67|59|9,1,-3.0,9,0,42|o
RAM-197809100ram,ATL,2 | 1978,1,0,1,53,67|78|6,0,-10.0,9,0,30.5|o
ATL-197809100ram,RAM,2 | 1978,1,0,1,53,67|78|6,0,10.0,9,0,39.5|u
SDG-197809100sdg,RAI,2 | 1978,1,0,1,96,71|70|11,0,5.5,9,0,47.5|u
RAI-197809100sdg,SDG,2 | 1978,1,0,1,96,71|70|11,0,-5.5,9,0,51.5|u
SFO-197809100sfo,CHI,2 | 1978,1,1,1,14,64|81|13,1,2.5,9,0,51.0|p
CHI-197809100sfo,SFO,2 | 1978,1,1,1,14,64|81|13,1,-2.5,9,0,47.5|o
MIN-197809110min,DEN,2 | 1978,2,0,1,66,79|65|11,0,0.0,9,0,42.5|p
DEN-197809110min,MIN,2 | 1978,2,0,1,66,79|65|11,0,0.0,9,0,34.0|o
ATL-197809170atl,CLE,3 | 1978,0,0,1,8,79|70|6,0,0.0,9,0,51.5|o
CLE-197809170atl,ATL,3 | 1978,0,0,1,8,79|70|6,0,0.0,9,0,51.5|o
CIN-197809170cin,PIT,3 | 1978,0,1,1,92,76|79|12,1,4.5,9,0,52.5|o
PIT-197809170cin,CIN,3 | 1978,0,1,1,92,76|79|12,1,-4.5,9,0,54.0|p
DET-197809170det,CHI,3 | 1978,0,1,0,80,Dome,1,2.5,9,0,48.5|u
CHI-197809170det,DET,3 | 1978,0,1,0,80,Dome,1,-2.5,9,0,42|u
NYG-197809170nyg,KAN,3 | 1978,0,1,1,33,68|66|9,1,-4.5,9,0,32.5|u
KAN-197809170nyg,NYG,3 | 1978,0,1,1,33,68|66|9,1,4.5,9,0,35.0|p
NYJ-197809170nyj,SEA,3 | 1978,0,0,1,100,68|66|9,0,-7.0,9,0,40.5|u
SEA-197809170nyj,NYJ,3 | 1978,0,0,1,100,68|66|9,0,7.0,9,0,43.0|u
CRD-197809170crd,WAS,3 | 1978,1,1,1,17,82|65|14,1,3.5,9,0,56.5|o
WAS-197809170crd,CRD,3 | 1978,1,1,1,17,82|65|14,1,-3.5,9,0,33.5|p
GNB-197809170gnb,RAI,3 | 1978,1,0,1,49,59|82|13,1,9.5,9,0,35.0|o
RAI-197809170gnb,GNB,3 | 1978,1,0,1,49,59|82|13,1,-9.5,9,0,50.5|u
MIN-197809170min,TAM,3 | 1978,1,0,1,66,59|78|9,0,-10.0,9,0,31.0|o
TAM-197809170min,MIN,3 | 1978,1,0,1,66,59|78|9,0,10.0,9,0,54.5|u
NOR-197809170nor,PHI,3 | 1978,1,1,0,54,Dome,0,0.0,9,0,52.0|o
PHI-197809170nor,NOR,3 | 1978,1,1,0,54,Dome,0,0.0,9,0,33.0|u
OTI-197809170oti,SFO,3 | 1978,1,1,0,40,Dome,0,-9.5,9,0,32.5|p
SFO-197809170oti,OTI,3 | 1978,1,1,0,40,Dome,0,9.5,9,0,46.0|o
DEN-197809170den,SDG,3 | 1978,1,0,1,67,67|32|14,1,-4.5,9,0,51.0|u
SDG-197809170den,DEN,3 | 1978,1,0,1,67,67|32|14,1,4.5,9,0,42.5|o
MIA-197809170mia,BUF,3 | 1978,1,0,1,77,82|70|12,0,-12.0,9,0,53.0|o
BUF-197809170mia,MIA,3 | 1978,1,0,1,77,82|70|12,0,12.0,9,0,33.0|p
RAM-197809170ram,DAL,3 | 1978,1,0,1,53,67|77|10,0,4.0,9,0,50.5|u
DAL-197809170ram,RAM,3 | 1978,1,0,1,53,67|77|10,0,-4.0,9,0,42|u
NWE-197809180nwe,CLT,3 | 1978,2,1,1,97,58|73|9,0,-17.5,9,0,48.5|u
CLT-197809180nwe,NWE,3 | 1978,2,1,1,97,58|73|9,0,17.5,9,0,37.0|o
BUF-197809240buf,CLT,4 | 1978,0,1,1,90,56|77|11,1,-2.5,9,0,27.5|p
CLT-197809240buf,BUF,4 | 1978,0,1,1,90,56|77|11,1,2.5,9,0,41.0|o
CIN-197809240cin,NOR,4 | 1978,0,1,1,92,68|65|6,0,-7.0,9,0,49.0|u
NOR-197809240cin,CIN,4 | 1978,0,1,1,92,68|65|6,0,7.0,9,0,53.0|o
OTI-197809240oti,RAM,4 | 1978,0,1,0,40,Dome,1,2.5,9,0,50.0|p
RAM-197809240oti,OTI,4 | 1978,0,1,0,40,Dome,1,-2.5,9,0,41.5|u
PHI-197809240phi,MIA,4 | 1978,0,1,1,123,60|73|7,0,2.5,9,0,55.0|p
MIA-197809240phi,PHI,4 | 1978,0,1,1,123,60|73|7,0,-2.5,9,0,38.0|o
PIT-197809240pit,CLE,4 | 1978,0,1,1,116,58|87|4,1,-4.5,9,0,45.0|u
CLE-197809240pit,PIT,4 | 1978,0,1,1,116,58|87|4,1,4.5,9,0,39.5|o
WAS-197809240was,NYJ,4 | 1978,0,0,1,93,65|65|7,1,-6.5,9,0,54.5|o
NYJ-197809240was,WAS,4 | 1978,0,0,1,93,65|65|7,1,6.5,9,0,41.5|p
KAN-197809240kan,DEN,4 | 1978,1,1,1,7,68|66|6,0,7.0,9,0,38.5|u
DEN-197809240kan,KAN,4 | 1978,1,1,1,7,68|66|6,0,-7.0,9,0,43.5|u
DAL-197809240dal,CRD,4 | 1978,1,1,1,114,76|70|5,0,-17.0,9,0,43.5|u
CRD-197809240dal,DAL,4 | 1978,1,1,1,114,76|70|5,0,17.0,9,0,33.5|o
NYG-197809240nyg,SFO,4 | 1978,1,1,1,33,61|62|8,1,-4.5,9,0,54.0|o
SFO-197809240nyg,NYG,4 | 1978,1,1,1,33,61|62|8,1,4.5,9,0,39.0|u
SDG-197809240sdg,GNB,4 | 1978,1,0,1,96,85|35|9,0,-10.0,9,0,55.0|o
GNB-197809240sdg,SDG,4 | 1978,1,0,1,96,85|35|9,0,10.0,9,0,53.5|o
SEA-197809240sea,DET,4 | 1978,1,1,0,99,Dome,1,-6.0,9,0,29.5|p
DET-197809240sea,SEA,4 | 1978,1,1,0,99,Dome,1,6.0,9,0,52.0|u
TAM-197809240tam,ATL,4 | 1978,1,0,1,113,78|87|11,0,2.5,9,0,52.0|o
ATL-197809240tam,TAM,4 | 1978,1,0,1,113,78|87|11,0,-2.5,9,0,31.0|o
RAI-197809240rai,NWE,4 | 1978,2,0,1,76,75|56|7,0,-6.5,9,0,56.5|o
NWE-197809240rai,RAI,4 | 1978,2,0,1,76,75|56|7,0,6.5,9,0,52.5|u
CHI-197809250chi,MIN,4 | 1978,2,1,1,102,63|62|12,0,-3.0,9,0,55.5|u
MIN-197809250chi,CHI,4 | 1978,2,1,1,102,63|62|12,0,3.0,9,0,47.0|o
ATL-197810010atl,NYG,5 | 1978,0,0,1,8,63|85|10,0,3.0,10,0,49.0|u
NYG-197810010atl,ATL,5 | 1978,0,0,1,8,63|85|10,0,-3.0,10,0,36.5|u
BUF-197810010buf,KAN,5 | 1978,0,1,1,90,60|84|18,1,-3.0,10,0,37.0|u
KAN-197810010buf,BUF,5 | 1978,0,1,1,90,60|84|18,1,3.0,10,0,51.0|u
CLE-197810010cle,OTI,5 | 1978,0,0,1,19,61|86|10,0,-5.0,10,0,37.0|o
OTI-197810010cle,CLE,5 | 1978,0,0,1,19,61|86|10,0,5.0,10,0,54.0|o
MIA-197810010mia,CRD,5 | 1978,0,0,1,77,83|70|6,1,-9.0,10,0,55.0|u
CRD-197810010mia,MIA,5 | 1978,0,0,1,77,83|70|6,1,9.0,10,0,28.5|u
NWE-197810010nwe,SDG,5 | 1978,0,1,1,97,59|83|10,0,-7.5,10,0,27.5|u
SDG-197810010nwe,NWE,5 | 1978,0,1,1,97,59|83|10,0,7.5,10,0,50.5|o
NYJ-197810010nyj,PIT,5 | 1978,0,0,1,100,66|75|9,0,12.5,10,0,32.0|u
PIT-197810010nyj,NYJ,5 | 1978,0,0,1,100,66|75|9,0,-12.5,10,0,36.5|o
TAM-197810010tam,MIN,5 | 1978,0,0,1,113,78|83|6,1,6.0,10,0,39.0|o
MIN-197810010tam,TAM,5 | 1978,0,0,1,113,78|83|6,1,-6.0,10,0,42.5|o
CLT-197810010clt,PHI,5 | 1978,1,0,1,60,65|78|6,0,5.5,10,0,29.0|o
PHI-197810010clt,CLT,5 | 1978,1,0,1,60,65|78|6,0,-5.5,10,0,49.0|u
GNB-197810010gnb,DET,5 | 1978,1,0,1,68,57|78|10,1,-5.0,10,0,41.0|p
DET-197810010gnb,GNB,5 | 1978,1,0,1,68,57|78|10,1,5.0,10,0,33.0|o
NOR-197810010nor,RAM,5 | 1978,1,1,0,54,Dome,0,9.5,10,0,54.5|u
RAM-197810010nor,NOR,5 | 1978,1,1,0,54,Dome,0,-9.5,10,0,53.5|u
CHI-197810010chi,RAI,5 | 1978,1,1,1,102,60|69|9,0,6.5,10,0,53.0|o
RAI-197810010chi,CHI,5 | 1978,1,1,1,102,60|69|9,0,-6.5,10,0,48.0|u
DEN-197810010den,SEA,5 | 1978,1,0,1,67,65|23|9,1,-9.0,10,0,35.0|o
SEA-197810010den,DEN,5 | 1978,1,0,1,67,65|23|9,1,9.0,10,0,56.5|u
SFO-197810010sfo,CIN,5 | 1978,1,1,1,14,62|71|11,0,2.5,10,0,56.0|o
CIN-197810010sfo,SFO,5 | 1978,1,1,1,14,62|71|11,0,-2.5,10,0,33.5|o
WAS-197810020was,DAL,5 | 1978,2,0,1,93,68|58|13,0,4.5,10,0,33.0|p
DAL-197810020was,WAS,5 | 1978,2,0,1,93,68|58|13,0,-4.5,10,0,49.0|o
DET-197810080det,WAS,6 | 1978,0,1,0,80,Dome,0,9.0,10,0,47.5|u
WAS-197810080det,DET,6 | 1978,0,1,0,80,Dome,0,-9.0,10,0,28.5|u
NWE-197810080nwe,PHI,6 | 1978,0,1,1,97,48|60|14,1,-7.0,10,0,53.0|p
PHI-197810080nwe,NWE,6 | 1978,0,1,1,97,48|60|14,1,7.0,10,0,36.0|o
NYJ-197810080nyj,BUF,6 | 1978,0,0,1,100,50|55|15,0,2.5,10,0,27.5|o
BUF-197810080nyj,NYJ,6 | 1978,0,0,1,100,50|55|15,0,-2.5,10,0,33.5|u
PIT-197810080pit,ATL,6 | 1978,0,1,1,116,42|77|13,1,-9.0,10,0,54.0|p
ATL-197810080pit,PIT,6 | 1978,0,1,1,116,42|77|13,1,9.0,10,0,39.5|u
CRD-197810080crd,CLT,6 | 1978,1,1,1,17,48|70|6,0,-2.5,10,0,28.0|o
CLT-197810080crd,CRD,6 | 1978,1,1,1,17,48|70|6,0,2.5,10,0,38.0|o
DAL-197810080dal,NYG,6 | 1978,1,1,1,114,69|40|10,1,-11.0,10,0,30.5|o
NYG-197810080dal,DAL,6 | 1978,1,1,1,114,69|40|10,1,11.0,10,0,55.0|u
GNB-197810080gnb,CHI,6 | 1978,1,0,1,49,40|70|9,0,1.5,10,0,35.5|o
CHI-197810080gnb,GNB,6 | 1978,1,0,1,49,40|70|9,0,-1.5,10,0,31.5|p
KAN-197810080kan,TAM,6 | 1978,1,1,1,7,54|58|12,0,-4.5,10,0,53.0|o
TAM-197810080kan,KAN,6 | 1978,1,1,1,7,54|58|12,0,4.5,10,0,29.5|o
NOR-197810080nor,CLE,6 | 1978,1,1,0,54,Dome,1,3.5,10,0,56.0|p
CLE-197810080nor,NOR,6 | 1978,1,1,0,54,Dome,1,-3.5,10,0,56.0|u
RAI-197810080rai,OTI,6 | 1978,1,0,1,76,60|81|8,0,-7.5,10,0,35.5|o
OTI-197810080rai,RAI,6 | 1978,1,0,1,76,60|81|8,0,7.5,10,0,46.5|u
RAM-197810080ram,SFO,6 | 1978,1,0,1,53,69|79|8,1,-13.5,10,0,29.0|o
SFO-197810080ram,RAM,6 | 1978,1,0,1,53,69|79|8,1,13.5,10,0,52.0|o
SDG-197810080sdg,DEN,6 | 1978,1,0,1,96,70|80|7,0,1.0,10,0,56.5|o
DEN-197810080sdg,SDG,6 | 1978,1,0,1,96,70|80|7,0,-1.0,10,0,38.0|u
SEA-197810080sea,MIN,6 | 1978,1,1,0,99,Dome,0,5.0,10,0,53.0|u
MIN-197810080sea,SEA,6 | 1978,1,1,0,99,Dome,0,-5.0,10,0,39.0|o
MIA-197810090mia,CIN,6 | 1978,2,0,1,77,79|65|19,1,-10.5,10,0,51.5|o
CIN-197810090mia,MIA,6 | 1978,2,0,1,77,79|65|19,1,10.5,10,0,30.5|p
ATL-197810150atl,DET,7 | 1978,0,0,1,8,49|54|12,1,-6.0,10,0,51.5|u
DET-197810150atl,ATL,7 | 1978,0,0,1,8,49|54|12,1,6.0,10,0,41.0|u
CIN-197810150cin,NWE,7 | 1978,0,1,1,92,44|73|13,0,9.0,10,0,27.5|u
NWE-197810150cin,CIN,7 | 1978,0,1,1,92,44|73|13,0,-9.0,10,0,48.0|u
CLE-197810150cle,PIT,7 | 1978,0,0,1,19,47|66|12,1,4.0,10,0,38.0|o
PIT-197810150cle,CLE,7 | 1978,0,0,1,19,47|66|12,1,-4.0,10,0,30.5|u
GNB-197810150gnb,SEA,7 | 1978,0,0,1,68,39|87|11,1,-4.5,10,0,32.5|o
SEA-197810150gnb,GNB,7 | 1978,0,0,1,68,39|87|11,1,4.5,10,0,51.0|o
NYG-197810150nyg,TAM,7 | 1978,0,1,1,33,49|53|17,0,-4.5,10,0,56.0|o
TAM-197810150nyg,NYG,7 | 1978,0,1,1,33,49|53|17,0,4.5,10,0,53.5|u
PHI-197810150phi,WAS,7 | 1978,0,1,1,123,48|61|14,0,1.5,10,0,48.0|u
WAS-197810150phi,PHI,7 | 1978,0,1,1,123,48|61|14,0,-1.5,10,0,43.0|o
CLT-197810150clt,NYJ,7 | 1978,1,0,1,60,50|58|13,0,-6.5,10,0,35.0|p
NYJ-197810150clt,CLT,7 | 1978,1,0,1,60,50|58|13,0,6.5,10,0,32.0|o
CRD-197810150crd,DAL,7 | 1978,1,1,1,17,48|67|11,0,13.5,10,0,53.0|u
DAL-197810150crd,CRD,7 | 1978,1,1,1,17,48|67|11,0,-13.5,10,0,29.5|u
OTI-197810150oti,BUF,7 | 1978,1,1,0,40,Dome,0,-8.5,10,0,47.5|o
BUF-197810150oti,OTI,7 | 1978,1,1,0,40,Dome,0,8.5,10,0,54.5|u
MIN-197810150min,RAM,7 | 1978,1,0,1,66,45|72|15,1,4.0,10,0,43.0|o
RAM-197810150min,MIN,7 | 1978,1,0,1,66,45|72|15,1,-4.0,10,0,32.5|o
RAI-197810150rai,KAN,7 | 1978,1,0,1,76,61|82|9,1,-13.5,10,0,28.5|u
KAN-197810150rai,RAI,7 | 1978,1,0,1,76,61|82|9,1,13.5,10,0,30.0|o
SDG-197810150sdg,MIA,7 | 1978,1,0,1,96,69|85|9,0,-4.0,10,0,46.0|o
MIA-197810150sdg,SDG,7 | 1978,1,0,1,96,69|85|9,0,4.0,10,0,43.0|o
SFO-197810150sfo,NOR,7 | 1978,1,1,1,14,58|86|15,0,-4.0,10,0,53.0|o
NOR-197810150sfo,SFO,7 | 1978,1,1,1,14,58|86|15,0,4.0,10,0,43.5|u
DEN-197810160den,CHI,7 | 1978,2,0,1,67,54|26|6,1,-7.0,10,0,29.0|p
CHI-197810160den,DEN,7 | 1978,2,0,1,67,54|26|6,1,7.0,10,0,50.5|u
BUF-197810220buf,CIN,8 | 1978,0,1,1,90,63|54|16,1,-3.5,10,0,39.5|o
CIN-197810220buf,BUF,8 | 1978,0,1,1,90,63|54|16,1,3.5,10,0,45.0|u
NYG-197810220nyg,WAS,8 | 1978,0,1,1,33,61|55|11,0,4.0,10,0,44.5|u
WAS-197810220nyg,NYG,8 | 1978,0,1,1,33,61|55|11,0,-4.0,10,0,45.0|u
NYJ-197810220nyj,CRD,8 | 1978,0,0,1,100,61|55|11,1,-8.0,10,0,50.0|u
CRD-197810220nyj,NYJ,8 | 1978,0,0,1,100,61|55|11,1,8.0,10,0,40.5|o
TAM-197810220tam,CHI,8 | 1978,0,0,1,113,74|63|11,0,3.0,10,0,31.0|o
CHI-197810220tam,TAM,8 | 1978,0,0,1,113,74|63|11,0,-3.0,10,0,39.0|u
DAL-197810220dal,PHI,8 | 1978,1,1,1,114,76|51|14,0,-8.0,10,0,55.0|u
PHI-197810220dal,DAL,8 | 1978,1,1,1,114,76|51|14,0,8.0,10,0,52.5|o
DET-197810220det,SDG,8 | 1978,1,1,0,80,Dome,0,6.5,10,0,37.0|o
SDG-197810220det,DET,8 | 1978,1,1,0,80,Dome,0,-6.5,10,0,52.5|o
KAN-197810220kan,CLE,8 | 1978,1,1,1,7,67|43|13,0,5.5,10,0,40.5|p
CLE-197810220kan,KAN,8 | 1978,1,1,1,7,67|43|13,0,-5.5,10,0,53.5|u
MIN-197810220min,GNB,8 | 1978,1,0,1,66,51|60|13,1,-3.5,10,0,48.5|o
GNB-197810220min,MIN,8 | 1978,1,0,1,66,51|60|13,1,3.5,10,0,30.0|o
CLT-197810220clt,DEN,8 | 1978,1,0,1,60,58|65|6,0,6.5,10,0,52.0|o
DEN-197810220clt,CLT,8 | 1978,1,0,1,60,58|65|6,0,-6.5,10,0,28.0|o
NWE-197810220nwe,MIA,8 | 1978,1,1,1,97,61|55|10,1,-4.5,10,0,39.5|o
MIA-197810220nwe,NWE,8 | 1978,1,1,1,97,61|55|10,1,4.5,10,0,47.0|u
RAM-197810220ram,NOR,8 | 1978,1,0,1,53,65|77|10,0,-13.5,10,0,52.0|o
NOR-197810220ram,RAM,8 | 1978,1,0,1,53,65|77|10,0,13.5,10,0,29.0|u
SEA-197810220sea,RAI,8 | 1978,1,1,0,99,Dome,0,7.0,10,0,54.5|u
RAI-197810220sea,SEA,8 | 1978,1,1,0,99,Dome,0,-7.0,10,0,50.5|o
SFO-197810220sfo,ATL,8 | 1978,1,1,1,14,57|80|11,0,3.0,10,0,39.5|u
ATL-197810220sfo,SFO,8 | 1978,1,1,1,14,57|80|11,0,-3.0,10,0,28.0|u
PIT-197810230pit,OTI,8 | 1978,2,1,1,116,56|72|12,0,-7.5,10,0,30.0|o
OTI-197810230pit,PIT,8 | 1978,2,1,1,116,56|72|12,0,7.5,10,0,48.5|u
DAL-197810260dal,MIN,9 | 1978,2,1,1,114,61|58|11,0,-7.5,10,0,29.5|o
MIN-197810260dal,DAL,9 | 1978,2,1,1,114,61|58|11,0,7.5,10,0,41.0|u
CIN-197810290cin,OTI,9 | 1978,0,1,1,92,49|60|12,0,7.0,10,0,28.5|o
OTI-197810290cin,CIN,9 | 1978,0,1,1,92,49|60|12,0,-7.0,10,0,53.5|u
CLE-197810290cle,BUF,9 | 1978,0,0,1,19,42|70|9,1,-6.0,10,0,42|u
BUF-197810290cle,CLE,9 | 1978,0,0,1,19,42|70|9,1,6.0,10,0,40.5|o
NWE-197810290nwe,NYJ,9 | 1978,0,1,1,97,51|62|12,1,-9.0,10,0,38.5|o
NYJ-197810290nwe,NWE,9 | 1978,0,1,1,97,51|62|12,1,9.0,10,0,41.5|o
PHI-197810290phi,CRD,9 | 1978,0,1,1,123,52|61|8,0,-11.0,10,0,55.5|o
CRD-197810290phi,PHI,9 | 1978,0,1,1,123,52|61|8,0,11.0,10,0,41.5|o
PIT-197810290pit,KAN,9 | 1978,0,1,1,116,43|71|10,0,-14.0,10,0,35.5|u
KAN-197810290pit,PIT,9 | 1978,0,1,1,116,43|71|10,0,14.0,10,0,34.0|u
WAS-197810290was,SFO,9 | 1978,0,0,1,93,56|56|8,1,-10.0,10,0,54.5|p
SFO-197810290was,WAS,9 | 1978,0,0,1,93,56|56|8,1,10.0,10,0,31.5|u
CHI-197810290chi,DET,9 | 1978,1,1,1,102,48|59|10,0,-5.0,10,0,36.0|o
DET-197810290chi,CHI,9 | 1978,1,1,1,102,48|59|10,0,5.0,10,0,42.5|o
GNB-197810290gnb,TAM,9 | 1978,1,0,1,49,40|77|11,0,-5.0,10,0,56.0|o
TAM-197810290gnb,GNB,9 | 1978,1,0,1,49,40|77|11,0,5.0,10,0,38.5|o
NOR-197810290nor,NYG,9 | 1978,1,1,0,54,Dome,1,-2.0,10,0,31.0|u
NYG-197810290nor,NOR,9 | 1978,1,1,0,54,Dome,1,2.0,10,0,41.5|u
MIA-197810290mia,CLT,9 | 1978,1,0,1,77,80|76|13,1,-12.5,10,0,53.0|o
CLT-197810290mia,MIA,9 | 1978,1,0,1,77,80|76|13,1,12.5,10,0,55.5|o
RAI-197810290rai,SDG,9 | 1978,1,0,1,76,58|67|11,0,-6.5,10,0,34.5|u
SDG-197810290rai,RAI,9 | 1978,1,0,1,76,58|67|11,0,6.5,10,0,40.5|u
SEA-197810290sea,DEN,9 | 1978,1,1,0,99,Dome,0,3.0,10,0,50.5|p
DEN-197810290sea,SEA,9 | 1978,1,1,0,99,Dome,0,-3.0,10,0,45.5|o
ATL-197810300atl,RAM,9 | 1978,2,0,1,8,63|57|17,0,6.5,10,0,35.0|o
RAM-197810300atl,ATL,9 | 1978,2,0,1,8,63|57|17,0,-6.5,10,0,54.0|o
ATL-197811050atl,SFO,10 | 1978,0,0,1,8,60|45|6,1,-7.0,11,0,42|o
SFO-197811050atl,ATL,10 | 1978,0,0,1,8,60|45|6,1,7.0,11,0,45.5|o
BUF-197811050buf,NWE,10 | 1978,0,1,1,90,56|65|13,0,9.0,11,0,54.5|o
NWE-197811050buf,BUF,10 | 1978,0,1,1,90,56|65|13,0,-9.0,11,0,36.5|o
CHI-197811050chi,SEA,10 | 1978,0,1,1,102,59|75|13,0,-3.0,11,0,42|o
SEA-197811050chi,CHI,10 | 1978,0,1,1,102,59|75|13,0,3.0,11,0,43.5|u
CRD-197811050crd,NYG,10 | 1978,0,1,1,17,69|55|9,1,-3.0,11,0,37.5|o
NYG-197811050crd,CRD,10 | 1978,0,1,1,17,69|55|9,1,3.0,11,0,54.0|p
MIN-197811050min,DET,10 | 1978,0,0,1,66,57|43|18,1,-7.0,11,0,40.5|u
DET-197811050min,MIN,10 | 1978,0,0,1,66,57|43|18,1,7.0,11,0,28.0|o
PHI-197811050phi,GNB,10 | 1978,0,1,1,123,56|69|9,1,-3.5,11,0,40.5|o
GNB-197811050phi,PHI,10 | 1978,0,1,1,123,56|69|9,1,3.5,11,0,39.5|u
PIT-197811050pit,NOR,10 | 1978,0,1,1,116,52|68|6,0,-10.5,11,0,54.0|o
NOR-197811050pit,PIT,10 | 1978,0,1,1,116,52|68|6,0,10.5,11,0,37.0|o
KAN-197811050kan,RAI,10 | 1978,1,1,1,7,64|64|13,1,6.5,11,0,30.0|o
RAI-197811050kan,KAN,10 | 1978,1,1,1,7,64|64|13,1,-6.5,11,0,37.5|p
OTI-197811050oti,CLE,10 | 1978,1,1,0,40,Dome,0,-4.0,11,0,29.5|u
CLE-197811050oti,OTI,10 | 1978,1,1,0,40,Dome,0,4.0,11,0,35.0|o
DEN-197811050den,NYJ,10 | 1978,1,0,1,67,48|37|11,0,-9.0,11,0,45.0|o
NYJ-197811050den,DEN,10 | 1978,1,0,1,67,48|37|11,0,9.0,11,0,28.0|o
