key,opp_abbr,wy,elo,opp_elo
BUF-198009070buf,MIA,1 | 1980,1500.0,1500.0
MIA-198009070buf,BUF,1 | 1980,1500.0,1500.0
CIN-198009070cin,TAM,1 | 1980,1500.0,1500.0
TAM-198009070cin,CIN,1 | 1980,1500.0,1500.0
CRD-198009070crd,NYG,1 | 1980,1500.0,1500.0
NYG-198009070crd,CRD,1 | 1980,1500.0,1500.0
GNB-198009070gnb,CHI,1 | 1980,1500.0,1500.0
CHI-198009070gnb,GNB,1 | 1980,1500.0,1500.0
MIN-198009070min,ATL,1 | 1980,1500.0,1500.0
ATL-198009070min,MIN,1 | 1980,1500.0,1500.0
NOR-198009070nor,SFO,1 | 1980,1500.0,1500.0
SFO-198009070nor,NOR,1 | 1980,1500.0,1500.0
NWE-198009070nwe,CLE,1 | 1980,1500.0,1500.0
CLE-198009070nwe,NWE,1 | 1980,1500.0,1500.0
PIT-198009070pit,OTI,1 | 1980,1500.0,1500.0
OTI-198009070pit,PIT,1 | 1980,1500.0,1500.0
KAN-198009070kan,RAI,1 | 1980,1500.0,1500.0
RAI-198009070kan,KAN,1 | 1980,1500.0,1500.0
NYJ-198009070nyj,CLT,1 | 1980,1500.0,1500.0
CLT-198009070nyj,NYJ,1 | 1980,1500.0,1500.0
PHI-198009070phi,DEN,1 | 1980,1500.0,1500.0
DEN-198009070phi,PHI,1 | 1980,1500.0,1500.0
RAM-198009070ram,DET,1 | 1980,1500.0,1500.0
DET-198009070ram,RAM,1 | 1980,1500.0,1500.0
SEA-198009070sea,SDG,1 | 1980,1500.0,1500.0
SDG-198009070sea,SEA,1 | 1980,1500.0,1500.0
WAS-198009080was,DAL,1 | 1980,1500.0,1500.0
DAL-198009080was,WAS,1 | 1980,1500.0,1500.0
TAM-198009110tam,RAM,2 | 1980,1504.0419108440278,1495.9580891559722
RAM-198009110tam,TAM,2 | 1980,1495.9580891559722,1504.0419108440278
BUF-198009140buf,NYJ,2 | 1980,1510.3775161627193,1489.6224838372807
NYJ-198009140buf,BUF,2 | 1980,1489.6224838372807,1510.3775161627193
MIN-198009140min,PHI,2 | 1980,1475.5225814613077,1524.4774185386923
PHI-198009140min,MIN,2 | 1980,1524.4774185386923,1475.5225814613077
NWE-198009140nwe,ATL,2 | 1980,1485.9414147950151,1514.0585852049849
ATL-198009140nwe,NWE,2 | 1980,1514.0585852049849,1485.9414147950151
CHI-198009140chi,NOR,2 | 1980,1515.8079983264531,1484.1920016735469
NOR-198009140chi,CHI,2 | 1980,1484.1920016735469,1515.8079983264531
CLT-198009140clt,PIT,2 | 1980,1494.4093830498273,1505.5906169501727
PIT-198009140clt,CLT,2 | 1980,1505.5906169501727,1494.4093830498273
GNB-198009140gnb,DET,2 | 1980,1482.4898146373082,1517.5101853626918
DET-198009140gnb,GNB,2 | 1980,1517.5101853626918,1482.4898146373082
KAN-198009140kan,SEA,2 | 1980,1495.9580891559722,1504.0419108440278
SEA-198009140kan,KAN,2 | 1980,1504.0419108440278,1495.9580891559722
DEN-198009140den,DAL,2 | 1980,1516.947581456781,1483.052418543219
DAL-198009140den,DEN,2 | 1980,1483.052418543219,1516.947581456781
MIA-198009140mia,CIN,2 | 1980,1504.0419108440278,1495.9580891559722
CIN-198009140mia,MIA,2 | 1980,1495.9580891559722,1504.0419108440278
NYG-198009140nyg,WAS,2 | 1980,1495.168135575482,1504.831864424518
WAS-198009140nyg,NYG,2 | 1980,1504.831864424518,1495.168135575482
SDG-198009140sdg,RAI,2 | 1980,1507.732728179727,1492.267271820273
RAI-198009140sdg,SDG,2 | 1980,1492.267271820273,1507.732728179727
SFO-198009140sfo,CRD,2 | 1980,1505.5906169501727,1494.4093830498273
CRD-198009140sfo,SFO,2 | 1980,1494.4093830498273,1505.5906169501727
CLE-198009150cle,OTI,2 | 1980,1490.2661705297087,1509.7338294702913
OTI-198009150cle,CLE,2 | 1980,1509.7338294702913,1490.2661705297087
ATL-198009210atl,MIA,3 | 1980,1508.2603706356049,1509.8401254134078
MIA-198009210atl,ATL,3 | 1980,1509.8401254134078,1508.2603706356049
CHI-198009210chi,MIN,3 | 1980,1496.928435258513,1494.4021445292478
MIN-198009210chi,CHI,3 | 1980,1494.4021445292478,1496.928435258513
CIN-198009210cin,PIT,3 | 1980,1500.962444661608,1500.5862614445368
PIT-198009210cin,CIN,3 | 1980,1500.5862614445368,1500.962444661608
CLE-198009210cle,KAN,3 | 1980,1498.8558596945431,1487.3683999911375
KAN-198009210cle,CLE,3 | 1980,1487.3683999911375,1498.8558596945431
DET-198009210det,CRD,3 | 1980,1528.7419158225186,1483.1776525900004
CRD-198009210det,DET,3 | 1980,1483.1776525900004,1528.7419158225186
NYJ-198009210nyj,SFO,3 | 1980,1479.846466384237,1515.3666344032165
SFO-198009210nyj,NYJ,3 | 1980,1515.3666344032165,1479.846466384237
NOR-198009210nor,BUF,3 | 1980,1475.3751052210553,1519.1944126152107
BUF-198009210nor,NOR,3 | 1980,1519.1944126152107,1475.3751052210553
OTI-198009210oti,CLT,3 | 1980,1516.37953309399,1487.7636794261286
CLT-198009210oti,OTI,3 | 1980,1487.7636794261286,1516.37953309399
DAL-198009210dal,TAM,3 | 1980,1494.9276042601855,1492.166725127061
TAM-198009210dal,DAL,3 | 1980,1492.166725127061,1494.9276042601855
DEN-198009210den,SDG,3 | 1980,1501.8000454255375,1522.8802642109706
SDG-198009210den,DEN,3 | 1980,1522.8802642109706,1501.8000454255375
RAI-198009210rai,WAS,3 | 1980,1498.1187962743434,1498.9803399704476
WAS-198009210rai,RAI,3 | 1980,1498.9803399704476,1498.1187962743434
RAM-198009210ram,GNB,3 | 1980,1516.7518952265957,1461.696008566685
GNB-198009210ram,RAM,3 | 1980,1461.696008566685,1516.7518952265957
SEA-198009210sea,NWE,3 | 1980,1495.787159509722,1494.196166129321
NWE-198009210sea,SEA,3 | 1980,1494.196166129321,1495.787159509722
PHI-198009220phi,NYG,3 | 1980,1544.9865631711814,1474.6589909429931
NYG-198009220phi,PHI,3 | 1980,1474.6589909429931,1544.9865631711814
BUF-198009280buf,RAI,4 | 1980,1532.7262974146377,1484.5869114749164
RAI-198009280buf,BUF,4 | 1980,1484.5869114749164,1532.7262974146377
CIN-198009280cin,OTI,4 | 1980,1495.6848350562311,1521.657142699367
OTI-198009280cin,CIN,4 | 1980,1521.657142699367,1495.6848350562311
DET-198009280det,MIN,4 | 1980,1543.113628481867,1480.0304318698995
MIN-198009280det,DET,4 | 1980,1480.0304318698995,1543.113628481867
GNB-198009280gnb,DAL,4 | 1980,1446.7615447005332,1509.8620681263371
DAL-198009280gnb,GNB,4 | 1980,1509.8620681263371,1446.7615447005332
MIA-198009280mia,NOR,4 | 1980,1516.0115280674158,1469.2037025670472
NOR-198009280mia,MIA,4 | 1980,1469.2037025670472,1516.0115280674158
NYG-198009280nyg,RAM,4 | 1980,1460.240216971462,1531.170669198127
RAM-198009280nyg,NYG,4 | 1980,1531.170669198127,1460.240216971462
PIT-198009280pit,CHI,4 | 1980,1524.7353230707126,1472.7793736323372
CHI-198009280pit,PIT,4 | 1980,1472.7793736323372,1524.7353230707126
TAM-198009280tam,CLE,4 | 1980,1483.9598280766304,1507.0627567449735
CLE-198009280tam,TAM,4 | 1980,1507.0627567449735,1483.9598280766304
CRD-198009280crd,PHI,4 | 1980,1496.016967002677,1532.1472487585052
PHI-198009280crd,CRD,4 | 1980,1532.1472487585052,1496.016967002677
CLT-198009280clt,NYJ,4 | 1980,1500.2532228252594,1467.3569229851062
NYJ-198009280clt,CLT,4 | 1980,1467.3569229851062,1500.2532228252594
KAN-198009280kan,SDG,4 | 1980,1474.576289756092,1535.6723744460164
SDG-198009280kan,KAN,4 | 1980,1535.6723744460164,1474.576289756092
SFO-198009280sfo,ATL,4 | 1980,1509.629067743084,1513.9979372957375
ATL-198009280sfo,SFO,4 | 1980,1513.9979372957375,1509.629067743084
WAS-198009280was,SEA,4 | 1980,1485.9672074864206,1508.800291993749
SEA-198009280was,WAS,4 | 1980,1508.800291993749,1485.9672074864206
NWE-198009290nwe,DEN,4 | 1980,1504.2038714036885,1491.79234015117
DEN-198009290nwe,NWE,4 | 1980,1491.79234015117,1504.2038714036885
ATL-198010050atl,DET,5 | 1980,1528.934947303925,1528.1766184736796
DET-198010050atl,ATL,5 | 1980,1528.1766184736796,1528.934947303925
CLE-198010050cle,DEN,5 | 1980,1501.154401828942,1497.700695067202
DEN-198010050cle,CLE,5 | 1980,1497.700695067202,1501.154401828942
GNB-198010050gnb,CIN,5 | 1980,1455.1101249742055,1487.3362547825589
