key,opp_abbr,wy,p_id,last5_completed_passes,last5_attempted_passes,last5_passing_yards,last5_passing_touchdowns,last5_interceptions_thrown,last5_times_sacked,last5_yards_lost_from_sacks,last5_longest_pass,last5_quarterback_rating,last5_rush_attempts,last5_rush_yards,last5_rush_touchdowns,last5_longest_rush,last5_isHome,last5_completion_percentage,last5_td_percentage,last5_interception_percentage,last5_yards_per_attempt,last5_adjusted_yards_per_attempt,last5_yards_per_completion,last5_sack_percentage,last5_net_gained_per_pass_attempt,last5_adjusted_net_yards_per_pass_attempt,last5_rush_yards_per_attempt
DET-199911250det,CHI,12 | 1999,FrerGu00,16.2,28.8,213.2,1.0,0.6,3.4,24.0,40.6,87.62,1.6,4.0,0.0,3.2,0.4,57.75599999999999,4.037999999999999,1.796,7.756,7.754,13.063999999999998,11.72,5.908,5.84,2.72
CHI-199911250det,DET,12 | 1999,MillJi00,17.8,29.0,215.6,1.0,1.0,1.0,4.6,45.2,72.58000000000001,0.6,1.8,0.0,1.8,0.4,57.448,2.466,3.394,6.68,5.644,11.454,2.354,6.386,5.372,0.9
DAL-199911250dal,MIA,12 | 1999,AikmTr00,18.8,30.4,195.0,0.6,0.6,2.0,12.0,31.8,80.14000000000001,1.0,0.2,0.2,0.2,0.2,62.892,1.762,1.632,6.444000000000001,6.064,10.302,6.561999999999999,5.62,5.272,0.2
MIA-199911250dal,DAL,12 | 1999,MariDa00,16.8,28.6,217.6,1.2,1.0,0.4,3.6,36.0,73.0,0.6,-0.8,0.0,-0.8,0.4,54.868,3.817999999999999,8.718,6.874,3.714,11.996,0.8699999999999999,6.748,3.6,-0.8
CAR-199911280car,ATL,12 | 1999,BeueSt00,22.6,36.4,264.2,1.2,1.2,3.8,21.8,34.4,84.64000000000001,2.0,10.8,0.2,7.6,0.4,63.28,3.758,3.1659999999999995,7.325999999999999,6.656000000000001,11.694,8.986,6.180000000000001,5.651999999999999,5.468000000000001
ATL-199911280car,CAR,12 | 1999,ChanCh00,14.4,24.6,174.8,1.0,1.2,4.4,31.4,33.6,75.72,1.2,2.2,0.0,2.2,0.6,58.61,4.404,4.9,7.325999999999999,6.004,12.448,14.244,5.25,4.12,1.4
WAS-199911280was,PHI,12 | 1999,JohnBr00,18.4,31.8,225.0,1.4,1.0,1.6,7.4,39.8,82.38000000000001,1.0,1.6,0.2,1.6,0.6,58.04600000000001,4.494,3.048,7.118,6.645999999999999,12.394,4.409999999999999,6.578,6.178,0.7
PHI-199911280was,WAS,12 | 1999,McNaDo00,7.8,17.2,66.2,0.2,0.6,2.6,20.0,14.8,48.58,3.2,19.2,0.0,11.4,0.6,44.748000000000005,0.5559999999999999,2.112,3.254,2.416,7.470000000000001,13.59,1.732,0.974,5.954000000000001
PIT-199911280pit,CIN,12 | 1999,TomcMi00,5.6,9.6,64.8,0.6,0.8,0.2,2.0,19.2,50.88000000000001,0.8,0.2,0.0,0.6,0.4,49.46,5.74,13.3,5.5280000000000005,0.692,9.302,6.666,4.5280000000000005,1.192,0.6
CIN-199911280pit,PIT,12 | 1999,BlakJe00,14.8,27.2,195.2,1.4,0.8,1.6,9.4,41.6,90.84,3.6,23.4,0.2,11.4,0.6,57.382000000000005,6.462000000000001,2.168,7.211999999999999,7.527999999999999,12.734,4.146,6.656000000000001,6.961999999999999,7.2
